ATK sifra;Oznaka;Nezasticeno ime lijeka;DDD i jed mj;Cijena u kn za DDD;Cijena u kn za DDD s PDV-om;Nacin primjene;Nositelj odobrenja;Proizvodac;Zasticeno ime lijeka;Oblik, jacina i pakiranje lijeka;Cijena u kn za jed obl;Cijena u kn za jed obl s PDV-om;Cijena u kn za orig pak;Cijena u kn za orig pak s PDV-om;R;Oznaka indikacije;Oznaka smjernice;Sifra grupe;Grupa;Sifra podgrupe;Podgrupa;Lista
J05AR08 161;KL;emtricitabin + rilpivirin + tenofovir dizoproksil;;;;O;Gilead Sciences International Limited;Gilead Sciences Limited;Eviplera;tbl. film obl. 30x(200 mg+25 mg+245 mg);166.93;175.28;5007.90;5258.30;;NJ507;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J05;Lijekovi za liječenje sustavnih virusnih infekcija;osnovna
J05AR10 141;DS;lopinavir + ritonavir;;;;O;Accord Healthcare Ltd;Accord Healthcare Limited, Pharmadox Healthcare Limited;Lopinavir/Ritonavir Accord;tbl. film obl. 120x(200 mg +50 mg);16.2;17.01;1943.76;2040.95;;NJ501;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J05;Lijekovi za liječenje sustavnih virusnih infekcija;osnovna
J05AR10 183;DS;lopinavir + ritonavir;;;;O;AbbVie Ltd;Aesica Queenborough Limited, AbbVie GmbH, Fournier Laboratories Ireland Ltd.;Kaletra;tbl. film obl. 120x(200 mg +50 mg);23.14;24.3;2776.80;2915.64;;NJ501;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J05;Lijekovi za liječenje sustavnih virusnih infekcija;osnovna
J05AR10 284;DS;lopinavir + ritonavir;;;;O;AbbVie Ltd;Aesica Queenborough Limited, AbbVie GmbH, Fournier Laboratories Ireland Ltd.;Kaletra;otop. boč. plast. 5x60 ml+5 štrc. 5 ml;495.2;519.96;2476.00;2599.80;;NJ501;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J05;Lijekovi za liječenje sustavnih virusnih infekcija;osnovna
J05AR13 161;KL;dolutegravir + abakavir + lamivudin;;;;O;ViiV Healthcare UK Limited;Glaxo Wellcome S.A.;Triumeq;tbl. film obl. 30x(50 mg + 600 mg + 300 mg);206.61;216.94;6198.30;6508.22;;NJ501;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J05;Lijekovi za liječenje sustavnih virusnih infekcija;osnovna
J05AR14 161;DS;darunavir + kobicistat;;;;;Janssen-Cilag International N.V.;Janssen - Cilag SpA;Rezolsta;tbl. film obl. 30x(800 mg+150 mg);114.98;120.73;3449.32;3621.79;;NJ501;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J05;Lijekovi za liječenje sustavnih virusnih infekcija;osnovna
J05AR17 161;DS;emtricitabin + tenofovir alafenamid;;;;O;Gilead Sciences International Limited;Gilead Sciences Ireland UC;Descovy;tbl. film obl. 30x(200 mg+10 mg);141.9;148.99;4256.85;4469.69;;NJ713;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J05;Lijekovi za liječenje sustavnih virusnih infekcija;osnovna
J05AR17 162;DS;emtricitabin + tenofovir alafenamid;;;;O;Gilead Sciences International Limited;Gilead Sciences Ireland UC;Descovy;tbl. film obl. 30x(200 mg+25 mg);141.9;148.99;4256.85;4469.69;;NJ713;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J05;Lijekovi za liječenje sustavnih virusnih infekcija;osnovna
J05AR18 161;DS;elvitegravir + kobicistat + emtricitabin + tenofovir alafenamid;;;;O;Gilead Sciences International Limited;Gilead;Genvoya;tbl. film obl. 30x(150 mg+150 mg+200 mg+10 mg);239.88;251.88;7196.45;7556.27;;NJ509;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J05;Lijekovi za liječenje sustavnih virusnih infekcija;osnovna
J05AR19 161;DS;emtricitabin + rilpivirin + tenofovir alafenamid;;;;O;Gilead Sciences International Limited;Gilead Sciences Ireland UC;Odefsey;tbl. film obl. 30x(200 mg+25 mg+25 mg);227.71;239.1;6831.30;7172.87;;NJ507;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J05;Lijekovi za liječenje sustavnih virusnih infekcija;osnovna
J05AX08 161;DS;raltegravir;800 mg;140.89;147.94;O;Merck Sharp & Dohme Ltd.;Merck Sharp&Dohme;Isentress;tbl. film obl. 60x400 mg;70.45;73.97;4226.80;4438.14;;NJ501;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J05;Lijekovi za liječenje sustavnih virusnih infekcija;osnovna
J05AX08 162;DS;raltegravir;800 mg;93.93;98.63;O;Merck Sharp & Dohme Ltd.;Merck Sharp&Dohme;Isentress;tbl. film obl. 60x600 mg;70.45;73.97;4226.80;4438.14;;NJ501;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J05;Lijekovi za liječenje sustavnih virusnih infekcija;osnovna
J05AX09 161;KL;maravirok;0.6 g;358;375.9;O;ViiV Healthcare UK Limited;Pfizer Manufacturing Deutschland GmbH;Celsentri;tbl. film obl. 60x150 mg;89.5;93.98;5370.00;5638.50;;NJ709;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J05;Lijekovi za liječenje sustavnih virusnih infekcija;osnovna
J05AX09 162;KL;maravirok;0.6 g;179;187.95;O;ViiV Healthcare UK Limited;Pfizer Manufacturing Deutschland GmbH;Celsentri;tbl. film obl. 60x300 mg;89.5;93.98;5370.00;5638.50;;NJ709;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J05;Lijekovi za liječenje sustavnih virusnih infekcija;osnovna
J05AX12 161;DS;dolutegravir;50 mg;144.6;151.83;O;ViiV Healthcare UK Limited;Glaxo Wellcome S.A.;Tivicay;tbl. film obl. 30x50 mg;144.6;151.83;4338.10;4555.01;;NJ501;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J05;Lijekovi za liječenje sustavnih virusnih infekcija;osnovna
J05AX16 161;DS;dasabuvir;500 mg;298.77;313.71;O;AbbVie Ltd;AbbVie Deutschland GmbH & Co. KG;Exviera;tbl. film obl. 56x250 mg;149.38;156.85;8365.47;8783.74;;NJ711;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J05;Lijekovi za liječenje sustavnih virusnih infekcija;osnovna
J05AX66 161;DS;ledipasvir + sofosbuvir;;;;O;Gilead Sciences International Limited;Gilead Sciences Ltd.;Harvoni;tbl. film obl. 28x(90 mg + 400 mg);4379.55;4598.52;122627.31;128758.68;;NJ711;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J05;Lijekovi za liječenje sustavnih virusnih infekcija;osnovna
J05AX66 162;DS;ledipasvir + sofosbuvir;;;;O;Gilead Sciences International Limited;Gilead Sciences Ltd.;Harvoni;tbl. film obl. 28x(90 mg + 400 mg);4379.55;4598.52;122627.31;128758.68;;NJ711;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J05;Lijekovi za liječenje sustavnih virusnih infekcija;osnovna
J05AX66 163;DS;ledipasvir + sofosbuvir;;;;O;Gilead Sciences International Limited;Gilead Sciences Ltd.;Harvoni;tbl. film obl. 28x(90 mg + 400 mg);4379.55;4598.52;122627.31;128758.68;;NJ711;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J05;Lijekovi za liječenje sustavnih virusnih infekcija;osnovna
J05AX67 161;DS;ombitasvir + paritaprevir + ritonavir;;;;O;AbbVie Ltd;AbbVie Deutschland GmbH & Co. KG;Viekirax;tbl. film obl. 56x(12.5 mg+75 mg+50 mg);1701.64;1786.72;95291.65;100056.23;;NJ711;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J05;Lijekovi za liječenje sustavnih virusnih infekcija;osnovna
J05AX68 161;DS;elbasvir + grazoprevir;;;;O;Merck Sharp & Dohme Ltd.;Schering-Plough Labo N.V.;Zepatier;tbl. film obl. 28x(50 mg+100 mg);3667.01;3850.36;102676.14;107809.95;;NJ711;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J05;Lijekovi za liječenje sustavnih virusnih infekcija;osnovna
J05AX69 161;DS;sofosbuvir + velpatasvir;;4806.46;5046.78;O;Gilead Sciences International Limited;Gilead Sciences Ireland UC;Epclusa;tbl film obl. 28x(400 mg + 100 mg);4806.46;5046.78;134580.88;141309.92;;NJ711;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J05;Lijekovi za liječenje sustavnih virusnih infekcija;osnovna
J06AA01 011;DS;imunoglobulin-antitoksin protiv difterije;;;;P;Imunološki zavod d.d.;Imunološki zavod;Difterija antitoksin (konjski);boč. 1x10.000 i.j.;109.63;115.11;109.63;115.11;;;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J06;Serumi i imunoglobulini;osnovna
J06AA03 013;PO;imunoglobulin-antitoksin protiv otrova zmija (purificiran i koncentriran);;;;P;Imunološki zavod d.d.;Imunološki zavod;Antitoksin protiv otrova europskih zmija (konjski);boč. 1x10 ml;750;787.5;750;787.5;;;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J06;Serumi i imunoglobulini;osnovna
J06AA04 051;DS;imunoglobulin-antitoksin botulinum;;;;P;;;;;;;;;;;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J06;Serumi i imunoglobulini;osnovna
J06AA05 052;DS;imunoglobulin-antitoksin protiv plinske gangrene;;;;P;;;;;;;;;;;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J06;Serumi i imunoglobulini;osnovna
J06AA07 053;PR;imunoglobulin-antitoksin protiv otrova pauka (crna udovica);;;;P;;;;;;;;;;;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J06;Serumi i imunoglobulini;osnovna
J06BA01 061;DS;imunoglobulin, ljudski;;;;P;Jana Pharm d.o.o.;Octapharma AB;Gammanorm;otop. za inj., boč. 1x10 ml (165 mg/ml);587.98;617.38;587.98;617.38;;NJ708;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J06;Serumi i imunoglobulini;osnovna
J06BA01 062;DS;imunoglobulin, ljudski;;;;P;Jana Pharm d.o.o.;Octapharma AB;Gammanorm;otop. za inj., boč. 1x20 ml (165 mg/ml);1162.61;1220.74;1162.61;1220.74;;NJ708;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J06;Serumi i imunoglobulini;osnovna
J06BA02 016;DS;imunoglobulin za intraven. primjenu 7 S;;;;P;Imunološki zavod d.d.;Imunološki zavod;Imunoglobulin (ljudski);boč. 1x2.5 g/50 ml;634.01;665.71;634.01;665.71;;NJ601;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J06;Serumi i imunoglobulini;osnovna
J06BA02 017;DS;imunoglobulin za intraven. primjenu 7 S;;;;P;Imunološki zavod d.d.;Imunološki zavod;Imunoglobulin (ljudski);boč. 1x5 g/100 ml;1200.12;1260.13;1200.12;1260.13;;NJ601;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J06;Serumi i imunoglobulini;osnovna
J06BA02 018;DS;imunoglobulin za intraven. primjenu7 S;;;;P;Imunološki zavod d.d.;Imunološki zavod;Imunoglobulin (ljudski);boč. 1x500 mg/10 ml;102.79;107.93;102.79;107.93;;NJ601;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J06;Serumi i imunoglobulini;osnovna
J06BA02 051;DS;imunoglobulin za intraven. primjenu 5 S;;;;P;;;;;;;;;;NJ602;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J06;Serumi i imunoglobulini;osnovna
J06BA02 060;DS;imunoglobulin za intraven. primjenu 7 S;;;;P;Jana Pharm d.o.o.;Octapharma;Octagam;boč. 1x10 g/200 ml;3365.10;3533.36;3365.10;3533.36;;NJ601;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J06;Serumi i imunoglobulini;osnovna
J06BA02 061;DS;imunoglobulin za intraven. primjenu 7 S;;;;P;Jana Pharm d.o.o.;Octapharma;Octagam;boč. 1x2.5 g/50 ml;915.19;960.95;915.19;960.95;;NJ601;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J06;Serumi i imunoglobulini;osnovna
J06BA02 062;DS;imunoglobulin za intraven. primjenu 7 S;;;;P;Jana Pharm d.o.o.;Octapharma;Octagam;boč. 1x5 g/100 ml;1824.56;1915.79;1824.56;1915.79;;NJ601;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J06;Serumi i imunoglobulini;osnovna
J06BA02 065;DS;imunoglobulin za intraven. primjenu 7 S;;;;P;Jasika d.o.o.;Kedrion S.p.A.;Ig Vena;otop. za inf., boč. stakl. 1x20 ml (50 g/l);373.45;392.12;373.45;392.12;;NJ601;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J06;Serumi i imunoglobulini;osnovna
J06BA02 066;DS;imunoglobulin za intraven. primjenu 7 S;;;;P;Jasika d.o.o.;Kedrion S.p.A.;Ig Vena;otop. za inf., boč. stakl. 1x50 ml (50 g/l);907.61;952.99;907.61;952.99;;NJ601;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J06;Serumi i imunoglobulini;osnovna
J06BA02 067;DS;imunoglobulin za intraven. primjenu 7 S;;;;P;Jasika d.o.o.;Kedrion S.p.A.;Ig Vena;otop. za inf., boč. stakl. 1x100 ml (50 g/l);1793.32;1882.99;1793.32;1882.99;;NJ601;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J06;Serumi i imunoglobulini;osnovna
J06BA02 068;DS;imunoglobulin za intraven. primjenu 7 S;;;;P;Jasika d.o.o.;Kedrion S.p.A.;Ig Vena;otop. za inf., boč. stakl. 1x200 ml (50 g/l);3560.07;3738.07;3560.07;3738.07;;NJ601;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J06;Serumi i imunoglobulini;osnovna
J06BA02 076;DS;imunoglobulin za intraven. primjenu 7 S;;;;P;Baxter AG;Baxter;Kiovig;otop. za inf., boč. 1x25 ml (100 mg/ml);922.31;968.43;922.31;968.43;;NJ601;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J06;Serumi i imunoglobulini;osnovna
J06BA02 077;DS;imunoglobulin za intraven. primjenu 7 S;;38.41;40.33;P;Baxter AG;Baxter;Kiovig;otop. za inf., boč. 1x50 ml (100 mg/ml);1920.60;2016.63;1920.60;2016.63;;NJ601;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J06;Serumi i imunoglobulini;osnovna
J06BA02 078;DS;imunoglobulin za intraven. primjenu 7 S;;;;P;Baxter AG;Baxter;Kiovig;otop. za inf., boč. 1x100 ml (100 mg/ml);3616.71;3797.55;3616.71;3797.55;;NJ601;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J06;Serumi i imunoglobulini;osnovna
J06BA02 081;DS;imunoglobulin za intraven. primjenu 7 S;;;;P;OCTAPHARMA (IP) Limited;Octapharma;Panzyga;otop. za inf., boč. 1x25 ml (100 mg/ml);830.08;871.58;830.08;871.58;;NJ601;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J06;Serumi i imunoglobulini;osnovna
J06BA02 082;DS;imunoglobulin za intraven. primjenu 7 S;;;;P;OCTAPHARMA (IP) Limited;Octapharma;Panzyga;otop. za inf., boca 1x50 ml (100 mg/ml);1920.60;2016.63;1920.60;2016.63;;NJ601;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J06;Serumi i imunoglobulini;osnovna
J06BA02 083;DS;imunoglobulin za intraven. primjenu 7 S;;;;P;OCTAPHARMA (IP) Limited;Octapharma;Panzyga;otop. za inf., boca 1x100 ml (100 mg/ml);3225.04;3386.29;3225.04;3386.29;;NJ601;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J06;Serumi i imunoglobulini;osnovna
J06BA02 084;DS;imunoglobulin za intraven. primjenu 7 S;;;;P;OCTAPHARMA (IP) Limited;Octapharma;Panzyga;otop. za inf., boca 1x200 ml (100 mg/ml);6450.08;6772.58;6450.08;6772.58;;NJ601;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J06;Serumi i imunoglobulini;osnovna
J06BA02 085;DS;imunoglobulin za intraven. primjenu 7 S;;;;P;OCTAPHARMA (IP) Limited;Octapharma;Panzyga;otop. za inf., boca 1x300 ml (100 mg/ml);9675.12;10158.88;9675.12;10158.88;;NJ601;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J06;Serumi i imunoglobulini;osnovna
J06BB01 081;DS;imunoglobulin anti-D-(Rho) (ljudski);;;;P;Jana Pharm d.o.o.;Octapharma;Rhesonativ;otop. za inj. amp. 1x2 ml (625 IU/125 mcg/ml);275.48;289.25;275.48;289.25;;NJ603;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J06;Serumi i imunoglobulini;osnovna
J06BB01 082;DS;imunoglobulin anti-D-(Rho) (ljudski);;;;P;Jana Pharm d.o.o.;Octapharma;Rhesonativ;otop. za inj. amp. 1x1 ml (625 IU/125 mcg/ml);137.74;144.63;137.74;144.63;;NJ603;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J06;Serumi i imunoglobulini;osnovna
J06BB02 018;PO;imunoglobulin antitetanus - TIG (ljudski);;;;P;Imunološki zavod d.d.;Imunološki zavod;Imunoglobulin protiv tetanusa;amp. 1x250 i.j.;67.96;71.36;67.96;71.36;;;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J06;Serumi i imunoglobulini;osnovna
J06BB02 051;PO;imunoglobulin antitetanus - TIG (ljudski);;;;P;;;;;0;;0;;;NJ707;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J06;Serumi i imunoglobulini;osnovna
J06BB02 054;DS;imunoglobulin antitetanus hiperimuni (5000i.j.);;;;P;;;;;;;;;;;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J06;Serumi i imunoglobulini;osnovna
J06BB03 051;DS;imunoglobulin Varicella/zoster;;;;P;;;;;;;;;;NJ604;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J06;Serumi i imunoglobulini;osnovna
J06BB04 019;DS;imunoglobulin anti-HBs (ljudski);;;;P;Imunološki zavod d.d.;Imunološki zavod;Imunoglobulin protiv hepatitisa B (ljudski);amp. 1x250 i.j.;350;367.5;350;367.5;;;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J06;Serumi i imunoglobulini;osnovna
J06BB04 051;DS;imunoglobulin anti-HBs (ljudski);;;;P;;;;;0;;0;;;NJ707;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J06;Serumi i imunoglobulini;osnovna
J06BB04 061;KL;imunoglobulin protiv hepatitisa B (ljudski);;;;P;Jasika d.o.o.;Kedrion S.p.A.;Venbig;praš. i otap. za otop. za inf., boč. stakl. 1x500 i.j.;1482.00;1556.10;1482.00;1556.10;;NJ606;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J06;Serumi i imunoglobulini;osnovna
J06BB04 062;KL;imunoglobulin protiv hepatitisa B (ljudski);;;;P;Jasika d.o.o.;Kedrion S.p.A.;Venbig;praš. i otap. za otop. za inf., boč. stakl. 1x2500 i.j.;7410.00;7780.50;7410.00;7780.50;;NJ606;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J06;Serumi i imunoglobulini;osnovna
J06BB05 020;PR;imunoglobulin protiv bjesnoće (ljudski);;;;P;Imunološki zavod d.d.;Imunološki zavod;Imunoglobulin protiv bjesnoće (ljudski);boč. 1x500 i.j./5 ml;759.84;797.83;759.84;797.83;;;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J06;Serumi i imunoglobulini;osnovna
J06BB05 051;PR;imunoglobulin protiv bjesnoće (ljudski);;;;P;;;;;0;;0;;;NJ707;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J06;Serumi i imunoglobulini;osnovna
J06BB09 051;KL;hiperimuni anti-citomegalo virus (ljudski);;;;P;;;;;;;;;;;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J06;Serumi i imunoglobulini;osnovna
J06BB12 051;DS;imunoglobulin protiv krpeljnog meningoencefalitisa (ljudski);;;;P;;;;;;;;;;;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J06;Serumi i imunoglobulini;osnovna
J06BB16 051;DS;palivizumab;;;;P;;;;;0;;0;;;NJ605;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J06;Serumi i imunoglobulini;osnovna
J06BB16 083;DS;palivizumab;;;;P;AbbVie Ltd;AbbVie S.r.l.;Synagis;otop. za inj., boč. stakl. 1x0.5 ml (100 mg/mL);3931.87;4128.46;3931.87;4128.46;;NJ605;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J06;Serumi i imunoglobulini;osnovna
J06BB16 084;DS;palivizumab;;;;P;AbbVie Ltd;AbbVie S.r.l.;Synagis;otop. za inj., boč. stakl. 1x1 ml (100 mg/mL);6461.59;6784.67;6461.59;6784.67;;NJ605;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J06;Serumi i imunoglobulini;osnovna
J07AG01 051;PR;cjepivo protiv Haemophilusa influenzae tipa B;;;;P;;;;;0;;0;;;NJ701;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J07;Cjepiva (vakcine);osnovna
J07AG51 051;PR;cjepivo protiv Haemophilus influenzae tipB;;;;P;;;;;;;;;;NJ701;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J07;Cjepiva (vakcine);osnovna
J07AH04 051;;cjepivo protiv meningokokne bolesti, tetravalentno (A, C, W-135, Y);;;;P;;;;;0;;0;;;NJ707;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J07A;Cjepiva (vakcine);osnovna
J07AH08 051;;cjepivo protiv meningokokne bolesti, tetravalentno (A, C, W-135, Y);;;;P;;;;;0;;0;;;NJ707;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J07A;Cjepiva (vakcine);osnovna
J07AJ51 051;PR;cjepivo protiv difterije, tetanusa i pertusisa;;;;P;;;;;0;;0;;;NJ707;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J07;Cjepiva (vakcine);osnovna
J07AJ52 015;PR;cjepivo protiv difterije-tetanusa-pertusisa (parapertusisa) (DI-TE-PER ili DI-TE-PER-PARAPER);;;;P;Imunološki zavod d.d.;Imunološki zavod;Cjepivo protiv difterije, tetanusa, pertusisa i parapertusisa, adsorbirano;amp. 1x1 doza;16.8;17.64;16.8;17.64;;;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J07;Cjepiva (vakcine);osnovna
J07AJ52 016;PR;cjepivo protiv difterije-tetanusa-pertusisa (parapertusisa) (DI-TE-PER ili DI-TE-PER-PARAPER);;;;P;Imunološki zavod d.d.;Imunološki zavod;Cjepivo protiv difterije, tetanusa, pertusisa i parapertusisa, adsorbirano;pak. 10x1 doza (0.5 ml);11.96;12.56;119.59;125.57;;;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J07;Cjepiva (vakcine);osnovna
J07AJ52 017;PR;cjepivo protiv difterije-tetanusa-pertusisa (parapertusisa) (DI-TE-PER ili DI-TE-PER-PARAPER);;;;P;Imunološki zavod d.d.;Imunološki zavod;Cjepivo protiv difterije, tetanusa, pertusisa i parapertusisa, adsorbirano;boč. 1x10 doza (5 ml);45.98;48.28;45.98;48.28;;;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J07;Cjepiva (vakcine);osnovna
J07AJ52 018;PR;cjepivo protiv difterije-tetanusa-pertusisa (parapertusisa) (DI-TE-PER ili DI-TE-PER-PARAPER);;;;P;Imunološki zavod d.d.;Imunološki zavod;Cjepivo protiv difterije, tetanusa, pertusisa i parapertusisa, adsorbirano;boč. 1x20 doza (10 ml);69.34;72.81;69.34;72.81;;;;J;Lijekovi za liječenje sustavnih infekcija (izuzev infekcija uzrokovanih parazitima);J07;Cjepiva (vakcine);osnovna
